Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-05-02 12:05:58,false,"Cobb County Running","2.04","207","00:18:42","159","175","3.1","172","184","9:09","8:19","354","328","1.02","0.0","0.0","0.0","0.0","0.0","18:42","0:00","0.0","0:00","No","00:20.84","3","0.0"
Running,2020-04-30 12:40:41,false,"Cobb County Running","2.02","217","00:19:29","159","174","3.0","168","176","9:38","9:01","37","31","0.99","0.0","0.0","0.0","0.0","0.0","19:29","0:00","0.0","0:00","No","00:12.18","3","0.0"
Running,2020-02-08 10:48:59,false,"New York Running","5.01","526","00:45:06","164","182","4.3","175","181","9:01","7:55","77","81","1.02","0.0","0.0","0.0","0.0","0.0","45:06","0:00","0.0","0:00","No","00:01.98","6","0.0"
Running,2020-02-06 10:01:40,false,"New York Running","3.01","302","00:27:02","156","176","3.3","173","181","8:59","7:39","53","59","1.03","0.0","0.0","0.0","0.0","0.0","27:02","0:00","0.0","0:00","No","00:03.60","4","0.0"
Running,2020-02-03 09:38:57,false,"New York Running","4.00","398","00:35:49","157","171","3.6","174","180","8:57","8:16","54","59","1.04","0.0","0.0","0.0","0.0","0.0","35:49","0:00","0.0","0:00","No","00:02.42","5","0.0"
Running,2020-02-01 11:11:05,false,"New York Running","4.01","401","00:36:02","157","178","3.5","174","239","9:00","8:19","39","62","1.03","0.0","0.0","0.0","0.0","0.0","36:02","0:00","0.0","0:00","No","00:02.22","5","0.0"
Running,2020-01-30 09:41:08,false,"New York Running","3.01","301","00:26:41","159","178","3.2","175","181","8:53","8:19","46","49","1.04","0.0","0.0","0.0","0.0","0.0","26:41","0:00","0.0","0:00","No","00:03.07","4","0.0"
Running,2020-01-28 10:00:00,false,"New York Running","3.01","300","00:27:06","157","194","3.2","173","179","9:01","8:32","49","52","1.03","0.0","0.0","0.0","0.0","0.0","27:06","0:00","0.0","0:00","No","00:02.82","4","0.0"
Running,2020-01-13 06:05:36,false,"San Francisco Running","4.50","486","00:42:14","159","169","3.6","180","186","9:23","8:23","25","33","0.95","0.0","0.0","0.0","0.0","0.0","42:14","0:00","0.0","0:00","No","04:38.40","5","0.0"
Running,2020-01-12 08:10:27,false,"San Francisco Hot Chocolate 15K","9.32","924","01:23:16","165","189","4.9","175","181","8:56","7:51","271","307","1.04","0.0","0.0","0.0","0.0","0.0","1:23:16","0:00","0.0","0:00","No","03:24.81","10","0.0"
Running,2020-01-09 11:02:53,false,"New York Running","4.51","439","00:40:02","161","183","3.6","179","190","8:53","8:19","51","57","1.02","0.0","0.0","0.0","0.0","0.0","40:02","0:00","0.0","0:00","No","04:27.55","5","0.0"
Running,2020-01-07 10:46:43,false,"New York Running","3.01","268","00:27:36","148","159","2.8","177","186","9:11","8:23","35","40","0.99","0.0","0.0","0.0","0.0","0.0","27:36","0:00","0.0","0:00","No","00:02.77","4","0.0"
Running,2020-01-06 12:06:59,false,"New York Running","4.01","384","00:36:19","157","179","3.4","176","183","9:04","7:13","52","56","1.01","0.0","0.0","0.0","0.0","0.0","36:19","0:00","0.0","0:00","No","00:02.89","5","0.0"
Running,2020-01-04 12:26:02,false,"New York Running","7.01","699","01:02:39","165","184","4.4","176","239","8:57","7:21","56","59","1.02","0.0","0.0","0.0","0.0","0.0","1:02:39","0:00","0.0","0:00","No","00:02.40","8","0.0"
Running,2020-01-02 10:48:34,false,"New York Running","4.01","404","00:35:37","164","177","3.7","175","186","8:54","7:55","37","59","1.03","0.0","0.0","0.0","0.0","0.0","35:37","0:00","0.0","0:00","No","00:03.35","5","0.0"
Running,2019-12-31 10:12:50,false,"Cobb County Running","5.01","529","00:45:27","165","180","3.7","174","181","9:05","8:33","170","174","1.02","0.0","0.0","0.0","0.0","0.0","45:27","0:00","0.0","0:00","No","00:02.32","6","0.0"
Running,2019-12-18 08:40:29,false,"New York - Standard Track Workout- run to & from","7.00","655","01:02:32","156","165","3.5","179","194","8:56","6:56","36","59","1.04","0.0","0.0","0.0","0.0","0.0","1:02:32","0:00","0.0","0:00","No","01:52.77","21","0.0"
Running,2019-12-15 11:20:21,false,"New York Running","9.01","886","01:20:54","162","208","4.0","177","186","8:59","8:10","229","202","1.01","0.0","0.0","0.0","0.0","0.0","1:20:54","0:00","0.0","0:00","No","00:02.42","10","0.0"
Running,2019-12-13 11:49:50,false,"New York Running","5.00","464","00:44:58","150","159","3.1","181","190","8:59","8:20","101","106","0.99","0.0","0.0","0.0","0.0","0.0","44:58","0:00","0.0","0:00","No","00:02.54","6","0.0"
Running,2019-12-12 08:53:40,false,"New York Running","4.01","383","00:35:10","155","174","3.1","181","189","8:46","8:03","55","59","1.02","0.0","0.0","0.0","0.0","0.0","35:10","0:00","0.0","0:00","No","00:04.56","5","0.0"
Running,2019-12-10 11:20:03,false,"New York Running","7.01","689","01:02:23","159","181","3.7","178","244","8:54","8:02","108","106","1.02","0.0","0.0","0.0","0.0","0.0","1:02:23","0:00","0.0","0:00","No","00:05.72","8","0.0"
Running,2019-12-08 07:36:34,false,"New York Running","8.26","735","01:13:08","153","168","3.2","181","190","8:51","7:54","143","166","1.01","0.0","0.0","0.0","0.0","0.0","1:13:08","0:00","0.0","0:00","No","02:14.44","9","0.0"
Running,2019-12-06 11:10:53,false,"New York Running","4.00","385","00:35:52","155","168","3.2","179","190","8:58","8:21","37","61","1.00","0.0","0.0","0.0","0.0","0.0","35:52","0:00","0.0","0:00","No","00:01.84","5","0.0"
Running,2019-12-04 10:59:29,false,"New York Running","6.51","611","00:56:45","158","168","3.7","182","190","8:43","7:09","68","88","1.01","0.0","0.0","0.0","0.0","0.0","56:45","0:00","0.0","0:00","No","04:22.05","7","0.0"
Running,2019-12-03 10:18:49,false,"New York Running","5.00","482","00:43:29","160","179","3.6","179","188","8:41","8:07","81","88","1.04","0.0","0.0","0.0","0.0","0.0","43:29","0:00","0.0","0:00","No","00:04.64","6","0.0"
Running,2019-11-30 07:50:23,false,"Cobb County Running","6.01","637","00:53:13","168","175","4.2","177","182","8:52","8:16","265","263","1.03","0.0","0.0","0.0","0.0","0.0","53:13","0:00","0.0","0:00","No","00:02.50","7","0.0"
Running,2019-11-28 07:52:40,false,"Atlanta Track Club Thanksgiving Half Marathon 2019","13.10","1,330","01:54:48","168","182","5.0","177","186","8:46","7:21","434","484","1.05","0.0","0.0","0.0","0.0","0.0","1:54:48","0:00","0.0","0:00","No","01:51.83","14","0.0"
Running,2019-11-25 10:38:57,false,"New York Running","4.00","387","00:35:13","156","171","3.3","180","188","8:48","3:23","41","65","1.02","0.0","0.0","0.0","0.0","0.0","35:13","0:00","0.0","0:00","No","00:01.82","5","0.0"
Running,2019-11-23 11:40:19,false,"New York Running","7.01","607","01:02:11","150","157","3.2","180","202","8:53","7:54","31","57","1.01","0.0","0.0","0.0","0.0","0.0","1:02:11","0:00","0.0","0:00","No","00:03.18","8","0.0"
Running,2019-11-20 07:03:25,false,"New York Running","1.41","116","00:13:30","135","151","1.9","178","185","9:35","8:16","22","26","0.94","0.0","0.0","0.0","0.0","0.0","13:30","0:00","0.0","0:00","No","03:46.25","2","0.0"
Running,2019-11-19 10:43:33,false,"New York Running","7.01","646","01:03:33","155","180","3.6","179","186","9:04","8:13","91","102","0.99","0.0","0.0","0.0","0.0","0.0","1:03:33","0:00","0.0","0:00","No","00:03.17","8","0.0"
Running,2019-11-17 09:08:39,false,"New York Running","10.75","1,039","01:46:37","159","178","3.9","174","183","9:55","8:20","278","290","0.93","0.0","0.0","0.0","0.0","0.0","1:46:37","0:00","0.0","0:00","No","07:00.53","11","0.0"
Running,2019-11-17 08:47:32,false,"New York Running","1.14","108","00:10:33","148","177","2.1","177","184","9:16","8:39","13","23","0.98","0.0","0.0","0.0","0.0","0.0","10:33","0:00","0.0","0:00","No","01:19.50","2","0.0"
Running,2019-11-15 10:05:59,false,"New York Running","5.01","473","00:45:50","152","162","3.3","178","184","9:09","8:35","70","93","0.99","0.0","0.0","0.0","0.0","0.0","45:50","0:00","0.0","0:00","No","00:03.31","6","0.0"
Running,2019-11-13 10:52:04,false,"New York Running","7.01","676","01:04:43","155","166","3.5","180","243","9:14","7:39","71","70","0.97","0.0","0.0","0.0","0.0","0.0","1:04:43","0:00","0.0","0:00","No","00:03.08","8","0.0"
Running,2019-11-12 10:50:16,false,"New York Running","4.01","385","00:37:04","151","175","3.2","177","244","9:15","7:51","57","62","0.98","0.0","0.0","0.0","0.0","0.0","37:04","0:00","0.0","0:00","No","00:04.02","5","0.0"
Running,2019-11-10 07:31:21,false,"New York Running","5.01","436","00:47:28","144","157","2.7","178","186","9:29","8:41","79","85","0.95","0.0","0.0","0.0","0.0","0.0","47:28","0:00","0.0","0:00","No","00:02.80","6","0.0"
Running,2019-11-09 09:32:05,false,"New York Running","6.25","616","00:56:15","160","187","3.9","181","188","9:00","7:21","24","57","0.99","0.0","0.0","0.0","0.0","0.0","56:15","0:00","0.0","0:00","No","02:17.35","7","0.0"
Running,2019-11-03 10:38:00,false,"New York City Marathon 2019","26.22","2,488","04:33:18","160","190","4.5","176","186","10:25","7:55","565","591","0.88","0.0","0.0","0.0","0.0","0.0","4:33:18","0:00","0.0","0:00","No","04:04.54","27","0.0"
Running,2019-11-02 07:32:40,false,"New York Running","3.01","277","00:28:29","145","157","2.5","178","186","9:29","8:29","55","60","0.96","0.0","0.0","0.0","0.0","0.0","28:29","0:00","0.0","0:00","No","00:02.89","4","0.0"
Running,2019-10-31 10:55:28,false,"New York Running","3.01","288","00:27:53","150","165","2.9","177","182","9:16","8:33","52","59","0.98","0.0","0.0","0.0","0.0","0.0","27:53","0:00","0.0","0:00","No","00:06.34","4","0.0"
Running,2019-10-28 10:10:10,false,"New York Running","12.00","1,083","01:56:31","152","170","3.1","177","184","9:42","8:30","99","95","0.94","0.0","0.0","0.0","0.0","0.0","1:56:31","0:00","0.0","0:00","No","00:02.35","13","0.0"
Running,2019-10-26 09:30:55,false,"New York Running","4.01","348","00:37:24","143","156","2.7","180","188","9:20","8:04","41","65","0.96","0.0","0.0","0.0","0.0","0.0","37:24","0:00","0.0","0:00","No","00:02.61","5","0.0"
Running,2019-10-25 06:34:31,false,"New York Running","6.01","558","00:55:03","152","167","3.3","183","190","9:10","7:54","26","49","0.96","0.0","0.0","0.0","0.0","0.0","55:03","0:00","0.0","0:00","No","00:02.73","7","0.0"
Running,2019-10-23 08:45:04,false,"New York Running","6.01","541","00:56:26","148","163","3.1","181","188","9:24","7:55","39","64","0.95","0.0","0.0","0.0","0.0","0.0","56:26","0:00","0.0","0:00","No","00:04.92","7","0.0"
Running,2019-10-22 08:34:45,false,"New York Running","4.00","357","00:38:28","144","164","2.6","179","234","9:36","8:38","66","72","0.93","0.0","0.0","0.0","0.0","0.0","38:28","0:00","0.0","0:00","No","00:02.15","5","0.0"
Running,2019-10-20 09:31:53,false,"New York Running","15.51","1,444","02:30:05","157","185","3.4","177","188","9:41","6:51","206","222","0.94","0.0","0.0","0.0","0.0","0.0","2:30:05","0:00","0.0","0:00","No","05:02.88","16","0.0"
Running,2019-10-18 09:35:32,false,"New York Running","7.01","614","01:05:22","148","181","3.0","181","190","9:20","8:03","79","78","0.95","0.0","0.0","0.0","0.0","0.0","1:05:22","0:00","0.0","0:00","No","00:03.59","8","0.0"
Running,2019-10-13 09:33:52,false,"New York Running","17.51","1,440","02:49:37","152","174","3.3","180","192","9:41","5:36","204","214","0.92","0.0","0.0","0.0","0.0","0.0","2:49:37","0:00","0.0","0:00","No","05:02.61","18","0.0"
Running,2019-10-12 10:15:09,false,"New York Running","4.00","374","00:37:35","148","163","2.9","177","183","9:23","8:46","53","59","0.97","0.0","0.0","0.0","0.0","0.0","37:35","0:00","0.0","0:00","No","00:01.96","5","0.0"
Running,2019-10-11 09:55:10,false,"New York Running","10.00","872","01:34:35","150","170","3.0","179","186","9:27","7:39","88","83","0.95","0.0","0.0","0.0","0.0","0.0","1:34:35","0:00","0.0","0:00","No","00:02.08","11","0.0"
Running,2019-10-09 10:08:27,false,"New York Running","8.71","731","01:23:55","146","161","2.6","180","190","9:38","8:17","101","103","0.93","0.0","0.0","0.0","0.0","0.0","1:23:55","0:00","0.0","0:00","No","06:55.33","9","0.0"
Running,2019-10-08 06:49:26,false,"New York Running","5.01","396","00:47:58","139","157","2.2","180","188","9:35","7:37","95","98","0.93","0.0","0.0","0.0","0.0","0.0","47:58","0:00","0.0","0:00","No","00:04.05","6","0.0"
Running,2019-10-06 09:11:58,false,"New York Running","15.01","1,142","02:30:14","145","178","3.0","178","188","10:01","8:35","436","434","0.91","0.0","0.0","0.0","0.0","0.0","2:30:14","0:00","0.0","0:00","No","00:02.99","16","0.0"
Running,2019-10-05 06:06:44,false,"New York Running","7.01","542","01:08:30","140","154","2.3","181","190","9:47","7:59","38","44","0.91","0.0","0.0","0.0","0.0","0.0","1:08:30","0:00","0.0","0:00","No","00:02.38","8","0.0"
Running,2019-10-04 08:46:21,false,"New York Running","8.01","773","01:16:00","156","162","3.5","180","186","9:29","1:18","70","94","0.94","0.0","0.0","0.0","0.0","0.0","1:16:00","0:00","0.0","0:00","No","00:03.88","9","0.0"
Running,2019-10-02 06:31:24,false,"New York Running","9.01","748","01:26:15","146","164","2.7","179","188","9:35","7:30","61","87","0.94","0.0","0.0","0.0","0.0","0.0","1:26:15","0:00","0.0","0:00","No","00:04.80","10","0.0"
Running,2019-09-29 08:38:14,false,"New York Running","20.01","1,626","03:16:29","154","182","3.4","177","186","9:49","7:58","5,253","5,354","0.93","0.0","0.0","0.0","0.0","0.0","3:16:29","0:00","0.0","0:00","No","00:02.50","21","0.0"
Running,2019-09-27 09:41:47,false,"New York Running","10.01","848","01:33:48","152","168","3.3","182","190","9:23","7:51","104","108","0.95","0.0","0.0","0.0","0.0","0.0","1:33:48","0:00","0.0","0:00","No","00:03.15","11","0.0"
Running,2019-09-26 08:43:55,false,"New York Running","8.26","696","01:20:24","149","168","2.8","177","182","9:44","8:14","63","79","0.93","0.0","0.0","0.0","0.0","0.0","1:20:24","0:00","0.0","0:00","No","02:26.71","9","0.0"
Running,2019-09-24 06:42:34,false,"New York Running","4.01","457","00:39:15","172","182","4.0","180","186","9:48","8:36","48","51","0.91","0.0","0.0","0.0","0.0","0.0","39:15","0:00","0.0","0:00","No","00:04.79","5","0.0"
Running,2019-09-22 07:36:14,false,"Smyrna Running","18.01","1,641","03:01:20","156","184","3.5","180","193","10:04","8:39","810","822","0.89","0.0","0.0","0.0","0.0","0.0","3:01:20","0:00","0.0","0:00","No","00:03.40","19","0.0"
Running,2019-09-20 07:34:44,false,"Yasso 800's","9.01","857","01:23:14","155","179","3.6","183","196","9:15","7:56","60","55","0.95","0.0","0.0","0.0","0.0","0.0","1:23:14","0:00","0.0","0:00","No","00:03.48","10","0.0"
Running,2019-09-18 08:04:22,false,"New York Running","10.01","810","01:33:16","146","166","2.7","185","234","9:19","8:21","153","155","0.93","0.0","0.0","0.0","0.0","0.0","1:33:16","0:00","0.0","0:00","No","00:02.88","11","0.0"
Running,2019-09-17 09:29:40,false,"New York Running","4.02","370","00:38:58","146","161","2.6","183","190","9:42","8:17","35","51","0.91","0.0","0.0","0.0","0.0","0.0","38:58","0:00","0.0","0:00","No","00:07.13","5","0.0"
Running,2019-09-15 08:07:53,false,"New York Running","16.09","1,370","02:36:52","153","169","3.2","183","217","9:45","7:22","165","180","0.90","0.0","0.0","0.0","0.0","0.0","2:36:52","0:00","0.0","0:00","No","00:51.90","17","0.0"
Running,2019-09-14 09:02:05,false,"New York Running","3.00","262","00:29:03","139","150","2.3","185","192","9:40","8:11","34","60","0.90","0.0","0.0","0.0","0.0","0.0","29:03","0:00","0.0","0:00","No","00:02.65","4","0.0"
Running,2019-09-13 07:06:08,false,"New York Running","8.01","687","01:13:44","149","172","3.0","188","197","9:12","8:09","89","101","0.93","0.0","0.0","0.0","0.0","0.0","1:13:44","0:00","0.0","0:00","No","00:03.29","9","0.0"
Running,2019-09-11 06:48:16,false,"New York Running","8.01","710","01:14:52","150","168","3.2","186","196","9:21","8:09","61","84","0.92","0.0","0.0","0.0","0.0","0.0","1:14:52","0:00","0.0","0:00","No","00:04.71","9","0.0"
Running,2019-09-10 09:12:40,false,"New York Running","4.01","372","00:38:06","149","167","3.0","187","194","9:30","8:14","35","58","0.90","0.0","0.0","0.0","0.0","0.0","38:06","0:00","0.0","0:00","No","00:04.12","5","0.0"
Running,2019-09-08 08:01:24,false,"New York Running","13.18","1,065","02:07:51","150","169","3.0","182","247","9:42","3:17","361","377","0.91","0.0","0.0","0.0","0.0","0.0","2:07:51","0:00","0.0","0:00","No","01:35.39","14","0.0"
Running,2019-09-07 06:19:43,false,"New York Running","4.01","366","00:38:58","145","155","2.7","187","194","9:44","8:26","51","55","0.89","0.0","0.0","0.0","0.0","0.0","38:58","0:00","0.0","0:00","No","00:03.97","5","0.0"
Running,2019-09-06 09:01:24,false,"New York Running","7.01","638","01:07:28","150","165","3.0","187","194","9:38","8:06","55","69","0.90","0.0","0.0","0.0","0.0","0.0","1:07:28","0:00","0.0","0:00","No","00:05.76","8","0.0"
Running,2019-09-04 08:31:13,false,"New York Running","8.01","719","01:18:25","149","167","2.9","186","192","9:48","1:02","180","184","0.88","0.0","0.0","0.0","0.0","0.0","1:18:25","0:00","0.0","0:00","No","00:03.58","9","0.0"
Running,2019-09-03 08:14:09,false,"New York Running","4.01","363","00:38:49","147","161","2.7","186","196","9:41","8:32","36","53","0.89","0.0","0.0","0.0","0.0","0.0","38:49","0:00","0.0","0:00","No","00:03.72","5","0.0"
Running,2019-09-01 08:13:46,false,"New York Running","14.01","1,164","02:18:35","153","171","3.1","185","245","9:53","8:49","389","393","0.88","0.0","0.0","0.0","0.0","0.0","2:18:35","0:00","0.0","0:00","No","00:03.87","15","0.0"
Running,2019-08-31 08:47:59,false,"New York Running","4.00","388","00:39:21","150","159","3.0","186","194","9:50","8:19","35","51","0.88","0.0","0.0","0.0","0.0","0.0","39:21","0:00","0.0","0:00","No","00:02.75","5","0.0"
Running,2019-08-30 06:27:03,false,"New York Running","7.01","659","01:07:58","152","159","3.2","186","198","9:42","8:09","47","68","0.89","0.0","0.0","0.0","0.0","0.0","1:07:58","0:00","0.0","0:00","No","00:02.74","8","0.0"
Running,2019-08-28 07:25:23,false,"New York Running","8.01","722","01:17:01","152","169","3.1","188","196","9:37","8:21","48","71","0.89","0.0","0.0","0.0","0.0","0.0","1:17:01","0:00","0.0","0:00","No","00:03.13","9","0.0"
Running,2019-08-25 07:43:23,false,"New York Running","12.01","1,014","01:59:18","151","185","3.0","188","197","9:56","8:30","319","313","0.86","0.0","0.0","0.0","0.0","0.0","1:59:18","0:00","0.0","0:00","No","00:03.68","13","0.0"
Running,2019-08-24 07:35:11,false,"New York Running","3.01","271","00:28:19","147","158","2.7","187","195","9:25","8:26","29","42","0.91","0.0","0.0","0.0","0.0","0.0","28:19","0:00","0.0","0:00","No","00:03.34","4","0.0"
Running,2019-08-23 07:42:04,false,"New York Running","6.01","568","00:58:39","154","167","3.3","188","196","9:46","8:19","37","53","0.88","0.0","0.0","0.0","0.0","0.0","58:39","0:00","0.0","0:00","No","00:03.43","7","0.0"
Running,2019-08-21 17:04:46,false,"New York Running","6.00","576","00:58:01","156","164","3.5","185","192","9:40","8:32","38","54","0.90","0.0","0.0","0.0","0.0","0.0","58:01","0:00","0.0","0:00","No","00:03.14","7","0.0"
Running,2019-08-20 05:31:17,false,"New York Running","4.01","376","00:38:54","152","168","3.1","186","196","9:42","8:49","33","49","0.89","0.0","0.0","0.0","0.0","0.0","38:54","0:00","0.0","0:00","No","00:09.38","5","0.0"
Running,2019-08-18 08:21:59,false,"New York Running","10.50","678","01:47:09","133","159","2.3","176","192","10:12","8:26","276","272","0.90","0.0","0.0","0.0","0.0","0.0","1:47:09","0:00","0.0","0:00","No","05:14.75","11","0.0"
Running,2019-08-16 08:32:57,false,"New York Running","6.01","626","00:58:06","163","182","3.9","181","242","9:40","7:54","44","67","0.92","0.0","0.0","0.0","0.0","0.0","58:06","0:00","0.0","0:00","No","00:03.23","7","0.0"
Running,2019-08-14 07:04:44,false,"New York Running","6.38","635","01:02:17","156","167","3.4","187","196","9:46","8:27","42","54","0.88","0.0","0.0","0.0","0.0","0.0","1:02:17","0:00","0.0","0:00","No","03:47.30","7","0.0"
Running,2019-08-13 05:49:01,false,"New York Running","4.01","384","00:38:39","151","170","3.1","187","196","9:39","8:54","52","57","0.89","0.0","0.0","0.0","0.0","0.0","38:39","0:00","0.0","0:00","No","00:03.01","5","0.0"
Running,2019-08-11 08:00:34,false,"New York Running","8.00","826","01:20:59","158","172","3.5","184","194","10:07","8:46","223","188","0.87","0.0","0.0","0.0","0.0","0.0","1:20:59","0:00","0.0","0:00","No","00:02.99","9","0.0"
Running,2019-08-10 08:05:20,false,"New York Running","3.01","283","00:29:25","145","161","2.6","184","192","9:47","8:16","48","59","0.89","0.0","0.0","0.0","0.0","0.0","29:25","0:00","0.0","0:00","No","00:02.56","4","0.0"
Running,2019-08-09 07:50:43,false,"New York Running","6.01","571","00:59:08","149","157","3.1","182","190","9:51","7:54","38","63","0.90","0.0","0.0","0.0","0.0","0.0","59:08","0:00","0.0","0:00","No","00:02.25","7","0.0"
Running,2019-08-07 08:56:51,false,"New York Running","5.51","497","00:52:18","147","157","3.0","184","194","9:30","7:54","10","34","0.92","0.0","0.0","0.0","0.0","0.0","52:18","0:00","0.0","0:00","No","04:39.93","6","0.0"
Running,2019-08-06 05:42:18,false,"New York Running","4.01","385","00:38:37","150","168","3.0","183","192","9:38","8:39","51","56","0.91","0.0","0.0","0.0","0.0","0.0","38:37","0:00","0.0","0:00","No","00:03.78","5","0.0"
Running,2019-08-04 07:46:22,false,"New York Running","6.01","602","00:56:05","159","177","3.6","181","188","9:20","8:16","37","61","0.95","0.0","0.0","0.0","0.0","0.0","56:05","0:00","0.0","0:00","No","00:02.98","7","0.0"
Running,2019-08-02 08:15:19,false,"New York Running","4.01","396","00:37:21","154","181","3.2","180","190","9:19","8:24","46","59","0.96","0.0","0.0","0.0","0.0","0.0","37:21","0:00","0.0","0:00","No","00:03.55","5","0.0"
Running,2019-08-01 08:03:16,false,"New York Running","3.01","287","00:29:02","147","157","2.6","178","188","9:40","8:21","45","43","0.94","0.0","0.0","0.0","0.0","0.0","29:02","0:00","0.0","0:00","No","00:03.17","4","0.0"
Running,2019-07-27 11:55:32,false,"New York Running","3.01","291","00:28:07","150","159","2.7","179","186","9:21","8:16","35","43","0.96","0.0","0.0","0.0","0.0","0.0","28:07","0:00","0.0","0:00","No","00:03.69","4","0.0"
Running,2019-07-26 05:38:10,false,"New York Running","5.01","483","00:46:10","153","162","3.2","180","190","9:13","8:19","78","81","0.97","0.0","0.0","0.0","0.0","0.0","46:10","0:00","0.0","0:00","No","00:03.02","6","0.0"
Running,2019-07-24 08:14:02,false,"New York Running","6.25","608","00:58:21","154","162","3.3","179","242","9:20","8:32","47","50","0.96","0.0","0.0","0.0","0.0","0.0","58:21","0:00","0.0","0:00","No","02:12.62","7","0.0"
Running,2019-07-23 07:43:01,false,"New York Running","4.05","369","00:37:32","148","166","2.8","179","190","9:16","8:29","61","67","0.97","0.0","0.0","0.0","0.0","0.0","37:32","0:00","0.0","0:00","No","00:30.11","5","0.0"
Running,2019-07-20 06:18:01,false,"New York Running","8.08","805","01:16:09","158","164","3.5","177","184","9:25","7:41","171","157","0.96","0.0","0.0","0.0","0.0","0.0","1:16:09","0:00","0.0","0:00","No","00:47.52","9","0.0"
Running,2019-07-19 09:33:29,false,"New York Running","3.51","335","00:32:43","150","172","3.0","176","186","9:20","8:32","36","59","0.98","0.0","0.0","0.0","0.0","0.0","32:43","0:00","0.0","0:00","No","04:36.10","4","0.0"
Running,2019-07-18 12:08:40,false,"New York Running","5.01","487","00:46:48","152","161","3.2","178","184","9:21","8:04","39","52","0.97","0.0","0.0","0.0","0.0","0.0","46:48","0:00","0.0","0:00","No","00:04.49","6","0.0"
Running,2019-07-16 08:54:11,false,"New York Running","5.01","293","00:46:25","122","146","1.7","174","228","9:16","7:40","88","91","1.00","0.0","0.0","0.0","0.0","0.0","46:25","0:00","0.0","0:00","No","00:02.66","6","0.0"
Running,2019-07-15 08:12:22,false,"New York Running","4.00","372","00:36:31","151","167","3.0","178","186","9:07","7:47","47","55","0.99","0.0","0.0","0.0","0.0","0.0","36:31","0:00","0.0","0:00","No","00:02.64","5","0.0"
Running,2019-07-13 07:36:13,false,"New York Running","9.00","872","01:23:49","158","178","3.5","177","184","9:19","8:32","294","260","0.98","0.0","0.0","0.0","0.0","0.0","1:23:49","0:00","0.0","0:00","No","00:02.27","10","0.0"
Running,2019-07-11 07:54:39,false,"New York Running","6.47","618","00:59:05","156","176","3.5","179","186","9:08","7:55","53","56","0.99","0.0","0.0","0.0","0.0","0.0","59:05","0:00","0.0","0:00","No","04:17.70","7","0.0"
Running,2019-07-10 08:08:33,false,"New York Running","4.51","413","00:42:11","150","168","3.0","177","184","9:21","8:30","70","93","0.97","0.0","0.0","0.0","0.0","0.0","42:11","0:00","0.0","0:00","No","04:37.30","5","0.0"
Running,2019-07-08 07:28:30,false,"New York Running","6.22","587","00:59:43","153","179","3.2","177","184","9:36","8:49","216","202","0.94","0.0","0.0","0.0","0.0","0.0","59:43","0:00","0.0","0:00","No","02:06.11","7","0.0"
Running,2019-07-07 07:21:16,false,"New York Running","10.01","999","01:32:25","164","185","4.1","177","186","9:14","7:41","300","291","0.98","0.0","0.0","0.0","0.0","0.0","1:32:25","0:00","0.0","0:00","No","00:02.79","11","0.0"
Running,2019-07-05 06:17:08,false,"Cobb County Running","6.02","580","00:58:23","153","168","3.2","177","182","9:42","9:09","249","250","0.94","0.0","0.0","0.0","0.0","0.0","58:23","0:00","0.0","0:00","No","00:06.11","7","0.0"
Running,2019-07-04 07:10:40,false,"Peachtree Road Race 2019","6.22","609","00:53:25","169","190","4.2","177","184","8:35","7:13","255","348","1.07","0.0","0.0","0.0","0.0","0.0","53:25","0:00","0.0","0:00","No","02:13.29","7","0.0"
Running,2019-07-01 06:55:49,false,"New York Running","4.01","402","00:36:17","163","174","3.5","177","182","9:04","8:24","34","50","1.00","0.0","0.0","0.0","0.0","0.0","36:17","0:00","0.0","0:00","No","00:03.99","5","0.0"
Running,2019-06-30 05:32:31,false,"Running","6.61","608","00:59:24","158","180","3.5","178","188","8:59","7:26","41","37","1.01","0.0","0.0","0.0","0.0","0.0","59:24","0:00","0.0","0:00","No","05:38.23","7","0.0"
Running,2019-06-28 06:11:08,false,"New York Running","4.26","447","00:39:59","166","175","3.7","177","184","9:24","8:19","92","95","0.97","0.0","0.0","0.0","0.0","0.0","39:59","0:00","0.0","0:00","No","02:38.46","5","0.0"
Running,2019-06-27 08:25:00,false,"New York Running","4.51","423","00:40:08","159","178","3.4","177","184","8:54","8:17","62","69","1.02","0.0","0.0","0.0","0.0","0.0","40:08","0:00","0.0","0:00","No","04:34.47","5","0.0"
Running,2019-06-25 09:11:00,false,"New York Running","5.01","485","00:45:51","161","186","3.6","180","192","9:10","8:03","31","58","0.98","0.0","0.0","0.0","0.0","0.0","45:51","0:00","0.0","0:00","No","00:02.85","6","0.0"
Running,2019-06-24 08:07:47,false,"New York Running","5.34","580","00:49:29","172","180","4.2","176","186","9:16","7:56","56","80","0.98","0.0","0.0","0.0","0.0","0.0","49:29","0:00","0.0","0:00","No","03:06.20","6","0.0"
