Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2019-06-18 08:59:45,false,"New York Running","4.50","472","00:41:38","164","180","3.6","176","246","9:15","8:04","42","42","0.99","0.0","0.0","0.0","0.0","0.0","41:38","0:00","0.0","0:00","No","04:36.94","5","0.0"
Running,2019-06-15 08:32:30,false,"New York Running","6.50","676","01:04:30","154","172","3.4","175","182","9:55","8:29","55","55","0.93","0.0","0.0","0.0","0.0","0.0","1:04:30","0:00","0.0","0:00","No","04:56.33","7","0.0"
Running,2019-06-13 08:05:04,false,"Cobb County Running","6.01","599","00:52:34","161","182","3.8","180","190","8:45","7:49","40","36","1.02","0.0","0.0","0.0","0.0","0.0","52:34","0:00","0.0","0:00","No","00:02.49","7","0.0"
Running,2019-06-12 08:31:29,false,"Cobb County Running","4.03","365","00:36:14","148","158","2.9","177","184","9:00","8:20","60","62","1.01","0.0","0.0","0.0","0.0","0.0","36:14","0:00","0.0","0:00","No","00:12.59","5","0.0"
Running,2019-06-11 06:38:03,false,"Cobb County - Speed Track Workout","7.00","676","01:06:00","155","179","3.4","177","192","9:26","7:39","53","59","0.99","0.0","0.0","0.0","0.0","0.0","1:06:00","0:00","0.0","0:00","No","00:10.28","22","0.0"
Running,2019-06-09 08:53:38,false,"Cobb County Running","8.02","701","01:16:11","148","152","2.7","177","184","9:30","8:36","21","15","0.96","0.0","0.0","0.0","0.0","0.0","1:16:11","0:00","0.0","0:00","No","00:12.69","9","0.0"
Running,2019-06-08 13:30:00,false,"Treadmill","2.25","225","00:20:00","--","--","--","--","--","8:53","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","20:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-06 08:36:33,false,"Cobb County Running","6.01","616","00:58:17","155","182","3.4","176","184","9:41","9:08","268","267","0.94","0.0","0.0","0.0","0.0","0.0","58:17","0:00","0.0","0:00","No","00:06.41","7","0.0"
Running,2019-06-05 07:49:24,false,"Cobb County - Speed Track Workout","7.00","669","01:06:14","153","195","3.3","176","192","9:28","7:36","--","--","1.00","0.0","0.0","0.0","0.0","0.0","1:06:14","0:00","0.0","0:00","No","00:16.18","22","0.0"
Running,2019-06-04 07:10:49,false,"Cobb County Running","5.05","478","00:45:55","153","178","3.2","179","188","9:06","8:21","167","166","0.99","0.0","0.0","0.0","0.0","0.0","45:55","0:00","0.0","0:00","No","00:22.74","6","0.0"
Running,2019-06-02 07:18:32,false,"Cobb County Running","8.00","713","01:14:18","151","182","3.2","180","190","9:17","8:39","28","27","0.96","0.0","0.0","0.0","0.0","0.0","1:14:18","0:00","0.0","0:00","No","00:02.26","9","0.0"
Running,2019-06-01 07:40:07,false,"Cobb County Running","4.03","364","00:34:58","158","177","3.2","183","190","8:41","8:07","56","56","1.02","0.0","0.0","0.0","0.0","0.0","34:58","0:00","0.0","0:00","No","00:13.46","5","0.0"
Running,2019-05-31 06:45:53,false,"Cobb County Running","6.01","609","00:57:06","162","192","3.8","176","182","9:30","8:54","272","270","0.96","0.0","0.0","0.0","0.0","0.0","57:06","0:00","0.0","0:00","No","00:03.17","7","0.0"
Running,2019-05-29 07:31:43,false,"Cobb County Running","5.01","493","00:44:39","165","188","3.8","178","186","8:55","8:14","156","153","1.01","0.0","0.0","0.0","0.0","0.0","44:39","0:00","0.0","0:00","No","00:02.40","6","0.0"
Running,2019-05-28 06:36:55,false,"Cobb County Running","6.01","569","00:56:18","156","174","3.4","177","188","9:23","8:44","273","269","0.97","0.0","0.0","0.0","0.0","0.0","56:18","0:00","0.0","0:00","No","00:02.07","7","0.0"
Running,2019-05-24 07:05:49,false,"Cobb County Running","4.07","386","00:36:19","159","169","3.3","180","188","8:56","8:24","57","54","1.00","0.0","0.0","0.0","0.0","0.0","36:19","0:00","0.0","0:00","No","00:33.25","5","0.0"
Running,2019-05-23 07:11:02,false,"Cobb County Running","6.07","562","00:55:04","158","183","3.6","179","186","9:04","8:10","272","266","0.99","0.0","0.0","0.0","0.0","0.0","55:04","0:00","0.0","0:00","No","00:35.02","7","0.0"
Running,2019-05-22 07:04:01,false,"Cobb County Running","6.01","549","00:55:59","155","186","3.4","178","186","9:19","8:46","269","261","0.97","0.0","0.0","0.0","0.0","0.0","55:59","0:00","0.0","0:00","No","00:03.23","7","0.0"
Running,2019-05-19 07:23:54,false,"New York Running","4.01","356","00:37:31","150","174","3.0","175","185","9:22","8:21","92","94","0.98","0.0","0.0","0.0","0.0","0.0","37:31","0:00","0.0","0:00","No","00:03.33","5","0.0"
Running,2019-05-18 07:35:35,false,"Smyrna Running","10.01","995","01:36:32","161","190","3.7","178","203","9:38","7:12","491","507","0.94","0.0","0.0","0.0","0.0","0.0","1:36:32","0:00","0.0","0:00","No","00:03.22","11","0.0"
Running,2019-05-17 08:26:26,false,"Cobb County Running","5.01","476","00:43:58","162","188","3.6","182","188","8:47","8:19","23","21","1.01","0.0","0.0","0.0","0.0","0.0","43:58","0:00","0.0","0:00","No","00:02.88","6","0.0"
Running,2019-05-15 08:45:14,false,"Cobb County Running","4.03","366","00:34:49","159","198","3.3","180","197","8:39","7:07","52","53","1.03","0.0","0.0","0.0","0.0","0.0","34:49","0:00","0.0","0:00","No","00:13.05","5","0.0"
Running,2019-05-14 08:04:19,false,"Cobb County Running","6.01","586","00:57:39","158","190","3.6","177","183","9:36","8:56","264","264","0.95","0.0","0.0","0.0","0.0","0.0","57:39","0:00","0.0","0:00","No","00:02.76","7","0.0"
Running,2019-05-12 08:25:50,false,"Smyrna Running","9.01","884","01:28:13","155","181","3.3","178","186","9:48","8:07","518","532","0.93","0.0","0.0","0.0","0.0","0.0","1:28:13","0:00","0.0","0:00","No","00:03.15","10","0.0"
Running,2019-05-11 08:27:50,false,"Cobb County Running","4.01","392","00:37:57","152","173","3.1","177","186","9:27","8:51","63","65","0.96","0.0","0.0","0.0","0.0","0.0","37:57","0:00","0.0","0:00","No","00:06.21","5","0.0"
Running,2019-05-09 08:42:32,false,"Cobb County Running","4.01","356","00:35:53","149","159","3.0","180","188","8:57","8:23","56","56","1.00","0.0","0.0","0.0","0.0","0.0","35:53","0:00","0.0","0:00","No","00:03.57","5","0.0"
Running,2019-05-08 08:37:19,false,"Cobb County Running","6.07","536","00:54:41","153","169","3.3","180","190","9:00","8:23","11","10","0.99","0.0","0.0","0.0","0.0","0.0","54:41","0:00","0.0","0:00","No","00:38.44","7","0.0"
Running,2019-05-07 07:54:22,false,"Cobb County Running","5.05","494","00:44:45","166","173","3.8","180","190","8:52","8:09","157","157","1.01","0.0","0.0","0.0","0.0","0.0","44:45","0:00","0.0","0:00","No","00:23.68","6","0.0"
Running,2019-05-05 11:19:15,false,"Cobb County Running","8.01","793","01:10:56","167","173","4.3","181","190","8:51","8:10","22","16","1.00","0.0","0.0","0.0","0.0","0.0","1:10:56","0:00","0.0","0:00","No","00:03.38","9","0.0"
Running,2019-05-04 07:27:24,false,"Cobb County Running","6.00","577","00:54:23","159","184","3.7","179","186","9:03","8:21","288","283","0.99","0.0","0.0","0.0","0.0","0.0","54:23","0:00","0.0","0:00","No","00:03.19","7","0.0"
Running,2019-05-03 07:48:28,false,"Cobb County Running","5.01","484","00:43:28","163","184","3.7","180","192","8:41","8:02","160","159","1.03","0.0","0.0","0.0","0.0","0.0","43:28","0:00","0.0","0:00","No","00:03.70","6","0.0"
Running,2019-04-30 10:54:10,false,"Prague Running","4.02","371","00:36:48","151","177","3.0","173","247","9:10","8:21","221","219","1.01","0.0","0.0","0.0","0.0","0.0","36:48","0:00","0.0","0:00","No","00:11.03","5","0.0"
Running,2019-04-28 08:13:24,false,"City of Westminster Running","4.52","413","00:39:46","155","167","3.1","182","192","8:48","8:02","51","78","1.01","0.0","0.0","0.0","0.0","0.0","39:46","0:00","0.0","0:00","No","04:36.39","5","0.0"
Running,2019-04-26 08:26:44,false,"City of Westminster Running","4.66","420","00:45:12","146","158","2.5","177","184","9:42","8:35","86","114","0.94","0.0","0.0","0.0","0.0","0.0","45:12","0:00","0.0","0:00","No","06:15.51","5","0.0"
Running,2019-04-24 08:03:16,false,"Cobb County Running","7.01","680","01:03:26","159","184","3.8","180","188","9:03","8:21","337","339","0.99","0.0","0.0","0.0","0.0","0.0","1:03:26","0:00","0.0","0:00","No","00:02.46","8","0.0"
Running,2019-04-23 09:12:43,false,"Cobb County Running","5.00","479","00:44:30","159","184","3.5","179","190","8:54","8:26","167","164","1.01","0.0","0.0","0.0","0.0","0.0","44:30","0:00","0.0","0:00","No","00:02.29","6","0.0"
Running,2019-04-21 12:23:56,false,"Cobb County Running","8.01","726","01:11:22","156","174","3.6","180","186","8:55","8:02","19","16","1.00","0.0","0.0","0.0","0.0","0.0","1:11:22","0:00","0.0","0:00","No","00:03.17","9","0.0"
Running,2019-04-20 12:48:38,false,"Cobb County Running","4.02","375","00:34:35","162","172","3.4","181","190","8:36","8:03","57","56","1.03","0.0","0.0","0.0","0.0","0.0","34:35","0:00","0.0","0:00","No","00:11.45","5","0.0"
Running,2019-04-19 12:30:40,false,"Cobb County Running","5.01","486","00:45:28","162","182","3.6","176","188","9:04","8:30","164","166","1.01","0.0","0.0","0.0","0.0","0.0","45:28","0:00","0.0","0:00","No","00:04.57","6","0.0"
Running,2019-04-17 08:39:40,false,"New York Running","5.05","475","00:46:04","156","177","3.4","181","192","9:08","7:36","210","187","0.97","0.0","0.0","0.0","0.0","0.0","46:04","0:00","0.0","0:00","No","00:24.11","6","0.0"
Running,2019-04-15 08:31:54,false,"New York Running","5.05","486","00:47:45","154","187","3.3","177","188","9:28","7:37","201","197","0.96","0.0","0.0","0.0","0.0","0.0","47:45","0:00","0.0","0:00","No","00:26.66","6","0.0"
Running,2019-04-13 07:38:00,false,"Smyrna Running","11.02","1,075","01:44:14","158","187","3.7","181","192","9:28","8:30","417","432","0.94","0.0","0.0","0.0","0.0","0.0","1:44:14","0:00","0.0","0:00","No","00:08.10","12","0.0"
Running,2019-04-12 09:40:59,false,"Cobb County Running","4.02","390","00:35:54","158","183","3.3","178","194","8:56","7:36","66","66","1.01","0.0","0.0","0.0","0.0","0.0","35:54","0:00","0.0","0:00","No","00:06.62","5","0.0"
Running,2019-04-10 11:44:06,false,"Cobb County Running","5.01","468","00:45:09","154","173","3.3","177","186","9:01","8:32","69","69","1.01","0.0","0.0","0.0","0.0","0.0","45:09","0:00","0.0","0:00","No","00:04.04","6","0.0"
Running,2019-04-09 12:51:38,false,"Cobb County Running","5.01","478","00:44:28","159","180","3.5","179","188","8:53","8:26","163","162","1.01","0.0","0.0","0.0","0.0","0.0","44:28","0:00","0.0","0:00","No","00:04.55","6","0.0"
Running,2019-04-07 12:43:03,false,"Cobb County Running","8.01","815","01:11:50","166","171","4.3","178","186","8:58","7:54","26","21","1.01","0.0","0.0","0.0","0.0","0.0","1:11:50","0:00","0.0","0:00","No","00:04.43","9","0.0"
Running,2019-04-05 14:00:01,false,"Cobb County Running","5.01","491","00:44:08","163","171","3.6","179","188","8:49","8:23","179","174","1.02","0.0","0.0","0.0","0.0","0.0","44:08","0:00","0.0","0:00","No","00:03.85","6","0.0"
Running,2019-04-04 10:50:41,false,"Cobb County Running","4.51","450","00:40:09","160","184","3.5","177","186","8:54","7:49","71","74","1.02","0.0","0.0","0.0","0.0","0.0","40:09","0:00","0.0","0:00","No","04:30.16","5","0.0"
Running,2019-04-02 13:52:07,false,"Cobb County Running","7.01","698","01:03:08","160","185","4.1","178","190","9:00","8:11","314","308","1.00","0.0","0.0","0.0","0.0","0.0","1:03:08","0:00","0.0","0:00","No","00:03.14","8","0.0"
Running,2019-04-01 13:08:31,false,"Cobb County Running","5.02","478","00:43:45","157","174","3.5","182","190","8:43","8:04","62","56","1.02","0.0","0.0","0.0","0.0","0.0","43:45","0:00","0.0","0:00","No","00:07.99","6","0.0"
Running,2019-03-30 11:23:20,false,"Cobb County Running","8.01","795","01:13:28","157","196","3.8","177","182","9:10","8:21","17","17","0.99","0.0","0.0","0.0","0.0","0.0","1:13:28","0:00","0.0","0:00","No","00:04.28","9","0.0"
Running,2019-03-28 12:16:52,false,"Cobb County Running","5.01","485","00:44:40","155","185","3.5","178","186","8:55","7:59","66","65","1.01","0.0","0.0","0.0","0.0","0.0","44:40","0:00","0.0","0:00","No","00:03.48","6","0.0"
Running,2019-03-27 11:59:59,false,"Cobb County Running","4.03","390","00:35:39","155","181","3.3","180","188","8:51","8:14","57","55","1.01","0.0","0.0","0.0","0.0","0.0","35:39","0:00","0.0","0:00","No","00:14.12","5","0.0"
Running,2019-03-26 13:00:37,false,"Cobb County Running","5.01","484","00:43:06","158","186","3.6","180","188","8:36","8:10","23","22","1.04","0.0","0.0","0.0","0.0","0.0","43:06","0:00","0.0","0:00","No","00:03.38","6","0.0"
Running,2019-03-24 13:02:58,false,"Cobb County Running","3.67","340","00:33:36","146","161","2.8","177","184","9:10","8:38","78","73","0.99","0.0","0.0","0.0","0.0","0.0","33:36","0:00","0.0","0:00","No","06:00.10","4","0.0"
Running,2019-03-23 14:25:01,false,"Cobb County Running","8.01","790","01:11:21","157","163","4.1","178","237","8:55","6:40","15","15","1.01","0.0","0.0","0.0","0.0","0.0","1:11:21","0:00","0.0","0:00","No","00:02.72","9","0.0"
Running,2019-03-21 14:51:47,false,"Cobb County Running","6.04","591","00:53:12","156","181","3.9","178","188","8:49","7:50","103","103","1.02","0.0","0.0","0.0","0.0","0.0","53:12","0:00","0.0","0:00","No","00:19.15","7","0.0"
Running,2019-03-19 12:33:10,false,"Cobb County - Running","5.01","479","00:43:28","155","168","3.7","180","186","8:41","7:35","17","11","1.03","0.0","0.0","0.0","0.0","0.0","43:28","0:00","0.0","0:00","No","00:03.40","6","0.0"
Running,2019-03-18 13:51:32,false,"Cobb County - Running","4.52","431","00:38:48","157","182","3.7","180","190","8:35","8:03","75","74","1.04","0.0","0.0","0.0","0.0","0.0","38:48","0:00","0.0","0:00","No","04:16.09","5","0.0"
Running,2019-03-17 12:53:49,false,"Cobb County - Running","5.03","456","00:44:18","158","181","3.8","178","243","8:48","8:02","162","162","1.03","0.0","0.0","0.0","0.0","0.0","44:18","0:00","0.0","0:00","No","00:15.31","6","0.0"
Treadmill Running,2019-03-13 15:59:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-03-10 16:58:00,false,"Cruise Run","4.00","405","00:36:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","36:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-09 08:30:26,false,"Los Angeles - Running","7.50","688","01:05:22","162","183","4.5","182","190","8:43","8:09","94","88","1.02","0.0","0.0","0.0","0.0","0.0","1:05:22","0:00","0.0","0:00","No","04:21.64","8","0.0"
Treadmill Running,2019-03-08 15:57:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-03-07 15:57:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-03-05 15:56:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-03-03 15:56:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-03-02 15:55:00,false,"Cruise Run","3.50","355","00:33:00","--","--","--","--","--","9:26","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","33:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-01 12:52:33,false,"Los Angeles - Running","7.53","659","01:04:05","161","185","4.4","184","194","8:30","7:51","101","94","1.03","0.0","0.0","0.0","0.0","0.0","1:04:05","0:00","0.0","0:00","No","04:36.02","8","0.0"
Treadmill Running,2019-02-28 15:55:00,false,"Cruise Run","5.50","537","00:50:00","--","--","--","--","--","9:05","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-26 15:54:00,false,"Cruise Run","5.50","537","00:50:00","--","--","--","--","--","9:05","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-25 15:53:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-25 08:14:51,false,"Acapulco de Juárez Running","5.01","457","00:45:25","156","181","3.9","178","186","9:04","8:24","79","72","0.99","0.0","0.0","0.0","0.0","0.0","45:25","0:00","0.0","0:00","No","08:46.21","6","0.0"
Treadmill Running,2019-02-24 15:53:00,false,"Cruise Run","4.50","441","00:41:00","--","--","--","--","--","9:07","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","41:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-22 15:52:00,false,"Cruise Run","5.80","580","00:54:00","--","--","--","--","--","9:19","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-21 15:52:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-19 15:51:00,false,"Cruise Run","7.00","698","01:05:00","--","--","--","--","--","9:17","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:05:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-18 15:51:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-17 15:50:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-15 09:17:16,false,"Miami Beach Running","10.00","991","01:37:47","162","179","4.8","170","182","9:46","8:35","3","3","0.97","0.0","0.0","0.0","0.0","0.0","1:37:47","0:00","0.0","0:00","No","09:08.31","11","0.0"
Treadmill Running,2019-02-14 15:49:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-12 15:49:00,false,"Cruise Run","4.50","441","00:41:00","--","--","--","--","--","9:07","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","41:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-10 15:48:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-09 15:48:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-08 15:47:00,false,"Cruise Run","7.00","698","01:05:00","--","--","--","--","--","9:17","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:05:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-07 15:46:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-05 08:40:20,false,"Acapulco de Juárez Running","5.01","456","00:43:38","156","170","3.8","177","184","8:43","8:02","129","120","1.05","0.0","0.0","0.0","0.0","0.0","43:38","0:00","0.0","0:00","No","08:34.50","6","0.0"
Treadmill Running,2019-02-04 15:45:00,false,"Cruise Run","6.25","614","01:00:00","--","--","--","--","--","9:36","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:00:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-02-02 15:45:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-01 08:30:08,false,"Los Angeles Running","7.50","670","01:03:58","159","173","4.3","180","188","8:32","7:34","86","76","1.05","0.0","0.0","0.0","0.0","0.0","1:03:58","0:00","0.0","0:00","No","08:22.89","8","0.0"
Treadmill Running,2019-01-30 15:44:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-29 15:43:00,false,"Cruise Run","6.25","623","00:58:00","--","--","--","--","--","9:17","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","58:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-27 15:43:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-26 15:43:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-25 15:42:00,false,"Cruise Run","7.00","698","01:05:00","--","--","--","--","--","9:17","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:05:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-23 15:40:00,false,"Cruise Run","5.50","537","00:50:00","--","--","--","--","--","9:05","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-22 15:39:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-21 15:39:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-19 15:38:00,false,"Cruise Run","4.50","441","00:41:00","--","--","--","--","--","9:07","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","41:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-18 08:45:24,false,"Miami Running","7.00","651","01:02:21","158","180","4.1","176","190","8:54","7:49","23","23","1.06","0.0","0.0","0.0","--","0.0","1:02:21","0:00","0.0","0:00","No","00:00.00","8","0.0"
Treadmill Running,2019-01-17 15:37:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-16 15:37:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-14 15:37:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-13 15:36:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-11 15:33:00,false,"Cruise Run","7.00","698","01:05:00","--","--","--","--","--","9:17","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","1:05:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-10 15:32:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-09 15:32:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-07 15:31:00,false,"Cruise Run","5.50","537","00:50:00","--","--","--","--","--","9:05","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-06 15:31:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-04 11:05:09,false,"Los Angeles Running","7.53","666","01:03:43","159","175","4.2","180","190","8:28","7:29","85","87","1.05","0.0","0.0","0.0","0.0","0.0","1:03:43","0:00","0.0","0:00","No","00:00.00","8","0.0"
Treadmill Running,2019-01-03 15:27:00,false,"Cruise Run","5.00","507","00:45:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","45:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-02 15:27:00,false,"Cruise Run","6.00","608","00:54:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","54:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-30 15:26:00,false,"Cruise Run","4.00","405","00:36:00","--","--","--","--","--","9:00","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","36:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-29 15:26:00,false,"Cruise Run","5.50","537","00:50:00","--","--","--","--","--","9:05","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-12-28 09:02:22,false,"Los Angeles Running","7.14","640","01:04:01","153","170","3.8","177","186","8:58","8:20","91","92","1.02","0.0","0.0","0.0","0.0","0.0","1:04:01","0:00","0.0","0:00","No","00:00.00","8","0.0"
Treadmill Running,2018-12-27 15:25:00,false,"Cruise Run","4.50","441","00:41:00","--","--","--","--","--","9:07","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","41:00","0:00","0.0","0:00","No","00:00.00","1","0.0"
